siparis_id,musteri_id,urun_id,kategori,fiyat,adet,tarih,durum
10755,111,31,Spor,4832.7,2,2024-02-01 10:00:00,Teslim
10756,88,16,Spor,2633.8,4,2024-02-01 11:00:00,Teslim
10757,147,18,Spor,4553.5,3,2024-02-01 12:00:00,Teslim
10758,77,30,Kozmetik,3978.68,5,2024-02-01 13:00:00,Teslim
10759,26,28,Giyim,340.66,5,2024-02-01 14:00:00,İptal
10760,146,29,Ev,2174.04,1,2024-02-01 15:00:00,Teslim
10761,36,19,Elektronik,3506.68,2,2024-02-01 16:00:00,İade
10762,111,21,Ev,4934.22,2,2024-02-01 17:00:00,Teslim
10763,189,1,Giyim,2318.96,2,2024-02-01 18:00:00,Teslim
10764,187,30,Elektronik,509.29,1,2024-02-01 19:00:00,Teslim
10765,72,29,Giyim,2831.95,3,2024-02-01 20:00:00,Teslim
10766,156,46,Ev,676.49,5,2024-02-01 21:00:00,Kargoda
10767,122,25,Giyim,3770.02,3,2024-02-01 22:00:00,Teslim
10768,96,23,Spor,2563.0,3,2024-02-01 23:00:00,Teslim
10769,28,4,Ev,3630.99,5,2024-02-02 00:00:00,Teslim
10770,75,10,Spor,4353.34,5,2024-02-02 01:00:00,Teslim
10771,130,17,Kozmetik,3163.29,3,2024-02-02 02:00:00,İptal
10772,197,19,Elektronik,3081.57,2,2024-02-02 03:00:00,İade
10773,1,18,Giyim,3785.12,4,2024-02-02 04:00:00,Teslim
10774,143,20,Kozmetik,4220.15,1,2024-02-02 05:00:00,Kargoda
10775,169,38,Ev,4351.82,5,2024-02-02 06:00:00,Kargoda
10776,190,7,Giyim,230.33,9,2024-02-02 07:00:00,Teslim
10777,85,17,Ev,2803.14,4,2024-02-02 08:00:00,Kargoda
10778,24,8,Spor,1120.53,1,2024-02-02 09:00:00,Teslim
10779,54,16,Giyim,4308.71,7,2024-02-02 10:00:00,Kargoda
10780,170,34,Elektronik,3259.57,2,2024-02-02 11:00:00,İade
10781,175,3,Giyim,2130.1,2,2024-02-02 12:00:00,Teslim
10782,127,17,Spor,981.12,2,2024-02-02 13:00:00,Kargoda
10783,25,2,Kozmetik,1728.17,8,2024-02-02 14:00:00,İptal
10784,25,47,Spor,3533.7,9,2024-02-02 15:00:00,Teslim
10785,96,36,Spor,1061.58,6,2024-02-02 16:00:00,Teslim
10786,118,12,Elektronik,513.24,6,2024-02-02 17:00:00,İptal
10787,7,10,Giyim,4445.74,6,2024-02-02 18:00:00,İade
10788,137,5,Elektronik,3832.84,6,2024-02-02 19:00:00,Teslim
10789,109,24,Elektronik,1038.98,5,2024-02-02 20:00:00,Teslim
10790,3,37,Spor,1496.94,9,2024-02-02 21:00:00,Teslim
10791,20,29,Spor,4861.75,7,2024-02-02 22:00:00,Teslim
10792,91,44,Elektronik,3555.51,1,2024-02-02 23:00:00,Teslim
10793,144,17,Kozmetik,3072.08,4,2024-02-03 00:00:00,Teslim
10794,165,14,Ev,1572.76,9,2024-02-03 01:00:00,Teslim
10795,86,24,Elektronik,1530.67,4,2024-02-03 02:00:00,Teslim
10796,59,10,Spor,245.64,2,2024-02-03 03:00:00,Teslim
10797,193,48,Spor,3655.99,8,2024-02-03 04:00:00,Teslim
10798,92,10,Ev,263.72,6,2024-02-03 05:00:00,Kargoda
10799,63,24,Kozmetik,74.04,6,2024-02-03 06:00:00,Teslim
10800,89,26,Giyim,3661.0,4,2024-02-03 07:00:00,Teslim
10801,3,3,Kozmetik,4746.93,2,2024-02-03 08:00:00,Teslim
10802,61,23,Ev,3794.69,4,2024-02-03 09:00:00,Teslim
10803,103,23,Spor,2384.62,4,2024-02-03 10:00:00,Teslim
10804,183,13,Elektronik,2455.92,9,2024-02-03 11:00:00,Teslim
10805,147,7,Elektronik,2208.88,3,2024-02-03 12:00:00,Teslim
10806,156,3,Spor,1656.99,2,2024-02-03 13:00:00,Teslim
10807,109,1,Giyim,2632.49,4,2024-02-03 14:00:00,Teslim
10808,23,24,Giyim,2184.2,9,2024-02-03 15:00:00,Teslim
10809,78,5,Kozmetik,3010.93,5,2024-02-03 16:00:00,İptal
10810,199,48,Elektronik,4495.69,4,2024-02-03 17:00:00,Kargoda
10811,9,12,Ev,4975.3,7,2024-02-03 18:00:00,Teslim
10812,175,32,Giyim,439.78,6,2024-02-03 19:00:00,Teslim
10813,137,34,Elektronik,1954.18,3,2024-02-03 20:00:00,Teslim
10814,57,25,Spor,944.5,9,2024-02-03 21:00:00,Teslim
10815,155,44,Elektronik,1793.0,6,2024-02-03 22:00:00,Teslim
10816,167,6,Elektronik,1472.99,1,2024-02-03 23:00:00,Teslim
10817,9,12,Kozmetik,913.96,4,2024-02-04 00:00:00,Teslim
10818,22,13,Spor,3832.18,9,2024-02-04 01:00:00,Teslim
10819,133,7,Elektronik,2506.63,4,2024-02-04 02:00:00,Teslim
10820,199,15,Kozmetik,4600.27,6,2024-02-04 03:00:00,Kargoda
10821,5,16,Ev,211.33,6,2024-02-04 04:00:00,Kargoda
10822,133,38,Spor,381.54,7,2024-02-04 05:00:00,Teslim
10823,28,15,Elektronik,2046.2,8,2024-02-04 06:00:00,Teslim
10824,130,43,Spor,447.37,2,2024-02-04 07:00:00,Teslim
10825,125,38,Kozmetik,1350.51,5,2024-02-04 08:00:00,Kargoda
10826,18,45,Spor,4930.85,5,2024-02-04 09:00:00,Teslim
10827,136,6,Giyim,1084.35,2,2024-02-04 10:00:00,Teslim
10828,179,49,Spor,1030.68,7,2024-02-04 11:00:00,Teslim
10829,172,31,Kozmetik,2889.52,2,2024-02-04 12:00:00,İptal
10830,6,49,Elektronik,2515.09,5,2024-02-04 13:00:00,Teslim
10831,49,18,Spor,2923.17,3,2024-02-04 14:00:00,Teslim
10832,48,47,Kozmetik,1914.84,2,2024-02-04 15:00:00,Teslim
10833,91,29,Giyim,4142.47,8,2024-02-04 16:00:00,Teslim
10834,29,4,Ev,735.97,3,2024-02-04 17:00:00,Teslim
10835,171,21,Giyim,2170.54,3,2024-02-04 18:00:00,Teslim
10836,155,7,Ev,3464.32,8,2024-02-04 19:00:00,Teslim
10837,161,47,Spor,4347.77,8,2024-02-04 20:00:00,Teslim
10838,40,15,Spor,1879.38,1,2024-02-04 21:00:00,Teslim
10839,3,11,Giyim,2860.34,3,2024-02-04 22:00:00,Kargoda
10840,182,28,Spor,392.24,7,2024-02-04 23:00:00,Teslim
10841,58,21,Ev,893.08,8,2024-02-05 00:00:00,Teslim
10842,131,5,Kozmetik,392.23,9,2024-02-05 01:00:00,Teslim
10843,181,41,Kozmetik,3653.01,5,2024-02-05 02:00:00,Teslim
10844,8,42,Ev,1475.9,1,2024-02-05 03:00:00,Teslim
10845,2,37,Ev,3632.54,8,2024-02-05 04:00:00,İade
10846,2,31,Ev,378.67,2,2024-02-05 05:00:00,Teslim
10847,32,20,Spor,4319.61,2,2024-02-05 06:00:00,Kargoda
10848,11,27,Giyim,4185.87,7,2024-02-05 07:00:00,Kargoda
10849,164,26,Giyim,490.2,6,2024-02-05 08:00:00,Teslim
10850,121,9,Giyim,167.59,1,2024-02-05 09:00:00,Teslim
10851,196,5,Elektronik,328.63,2,2024-02-05 10:00:00,Teslim
10852,160,13,Giyim,4275.47,6,2024-02-05 11:00:00,Teslim
10853,192,23,Elektronik,1211.78,3,2024-02-05 12:00:00,Teslim
10854,48,8,Elektronik,2763.95,7,2024-02-05 13:00:00,Teslim
10855,58,6,Kozmetik,2159.91,4,2024-02-05 14:00:00,Teslim
10856,170,42,Elektronik,3987.85,6,2024-02-05 15:00:00,Teslim
10857,49,19,Ev,2470.05,5,2024-02-05 16:00:00,Kargoda
10858,12,29,Kozmetik,2528.27,4,2024-02-05 17:00:00,Teslim
10859,134,26,Kozmetik,4946.01,4,2024-02-05 18:00:00,Kargoda
10860,160,37,Ev,793.14,7,2024-02-05 19:00:00,Teslim
10861,193,37,Elektronik,4161.98,5,2024-02-05 20:00:00,Teslim
10862,185,15,Spor,306.16,6,2024-02-05 21:00:00,Teslim
10863,24,42,Spor,2414.36,6,2024-02-05 22:00:00,Teslim
10864,154,19,Kozmetik,4437.36,2,2024-02-05 23:00:00,Teslim
10865,169,41,Elektronik,3342.81,9,2024-02-06 00:00:00,İptal
10866,139,20,Elektronik,3441.81,6,2024-02-06 01:00:00,Teslim
10867,164,6,Giyim,1353.42,7,2024-02-06 02:00:00,Teslim
10868,167,38,Elektronik,2121.95,8,2024-02-06 03:00:00,Teslim
10869,89,2,Spor,1864.58,9,2024-02-06 04:00:00,Teslim
10870,8,38,Giyim,2631.14,7,2024-02-06 05:00:00,Teslim
10871,91,3,Giyim,2338.03,8,2024-02-06 06:00:00,Teslim
10872,41,11,Spor,1668.15,5,2024-02-06 07:00:00,Teslim
10873,23,30,Spor,1562.13,7,2024-02-06 08:00:00,Teslim
10874,25,47,Giyim,1291.72,3,2024-02-06 09:00:00,Teslim
10875,139,21,Giyim,1856.98,7,2024-02-06 10:00:00,İade
10876,101,6,Ev,792.21,1,2024-02-06 11:00:00,Teslim
10877,108,12,Kozmetik,4366.92,9,2024-02-06 12:00:00,Teslim
10878,149,44,Spor,3030.49,3,2024-02-06 13:00:00,İade
10879,110,36,Spor,712.24,6,2024-02-06 14:00:00,Teslim
10880,126,5,Spor,3484.6,1,2024-02-06 15:00:00,Teslim
10881,18,19,Elektronik,4245.95,2,2024-02-06 16:00:00,Kargoda
10882,170,13,Giyim,1225.8,9,2024-02-06 17:00:00,İptal
10883,90,9,Ev,795.47,8,2024-02-06 18:00:00,Kargoda
10884,31,42,Elektronik,92.66,3,2024-02-06 19:00:00,Teslim
10885,162,31,Giyim,283.89,2,2024-02-06 20:00:00,İade
10886,147,9,Elektronik,3823.14,8,2024-02-06 21:00:00,Teslim
10887,11,32,Spor,4936.57,9,2024-02-06 22:00:00,İade
10888,39,21,Elektronik,272.16,2,2024-02-06 23:00:00,Kargoda
10889,4,4,Elektronik,3752.95,6,2024-02-07 00:00:00,İptal
10890,54,23,Elektronik,405.72,3,2024-02-07 01:00:00,Teslim
10891,20,10,Elektronik,2981.06,7,2024-02-07 02:00:00,Teslim
10892,142,13,Ev,3792.57,4,2024-02-07 03:00:00,Teslim
10893,104,44,Giyim,1828.06,2,2024-02-07 04:00:00,Teslim
10894,196,35,Spor,104.13,3,2024-02-07 05:00:00,Teslim
10895,150,7,Giyim,2996.19,5,2024-02-07 06:00:00,İptal
10896,122,42,Ev,4956.66,8,2024-02-07 07:00:00,Teslim
10897,102,29,Kozmetik,1325.21,1,2024-02-07 08:00:00,Teslim
10898,11,43,Kozmetik,987.98,9,2024-02-07 09:00:00,Teslim
10899,14,37,Kozmetik,663.43,6,2024-02-07 10:00:00,Teslim
10900,123,17,Giyim,2798.52,8,2024-02-07 11:00:00,Teslim
10901,1,27,Ev,3002.4,9,2024-02-07 12:00:00,Teslim
10902,9,27,Spor,3971.74,2,2024-02-07 13:00:00,Kargoda
10903,44,36,Spor,3777.71,1,2024-02-07 14:00:00,Kargoda
10904,176,13,Kozmetik,4468.08,7,2024-02-07 15:00:00,Teslim
10905,92,17,Kozmetik,4038.57,2,2024-02-07 16:00:00,Teslim
10906,142,12,Spor,1273.97,2,2024-02-07 17:00:00,Teslim
10907,82,15,Kozmetik,2801.59,5,2024-02-07 18:00:00,Kargoda
10908,35,8,Spor,1522.19,9,2024-02-07 19:00:00,İptal
10909,74,2,Elektronik,1682.44,8,2024-02-07 20:00:00,Teslim
10910,19,47,Giyim,4663.12,5,2024-02-07 21:00:00,Kargoda
10911,154,4,Elektronik,3425.38,2,2024-02-07 22:00:00,Teslim
10912,37,44,Elektronik,4874.22,4,2024-02-07 23:00:00,Teslim
10913,75,1,Ev,2113.72,7,2024-02-08 00:00:00,İptal
10914,196,39,Giyim,2710.32,2,2024-02-08 01:00:00,Teslim
10915,118,17,Ev,2461.22,5,2024-02-08 02:00:00,Teslim
10916,92,26,Ev,581.07,1,2024-02-08 03:00:00,Teslim
10917,109,14,Kozmetik,1221.67,3,2024-02-08 04:00:00,Teslim
10918,157,25,Spor,2661.8,3,2024-02-08 05:00:00,Teslim
10919,51,23,Spor,383.5,7,2024-02-08 06:00:00,Teslim
10920,127,26,Giyim,4660.74,9,2024-02-08 07:00:00,Teslim
10921,174,20,Giyim,663.03,2,2024-02-08 08:00:00,Teslim
10922,114,27,Kozmetik,1030.0,8,2024-02-08 09:00:00,İptal
10923,89,41,Elektronik,3838.34,6,2024-02-08 10:00:00,Teslim
10924,29,22,Ev,529.83,9,2024-02-08 11:00:00,İptal
10925,50,18,Ev,4506.38,9,2024-02-08 12:00:00,Teslim
10926,189,7,Elektronik,3642.22,1,2024-02-08 13:00:00,Teslim
10927,108,18,Kozmetik,389.67,7,2024-02-08 14:00:00,Teslim
10928,60,7,Giyim,3474.64,6,2024-02-08 15:00:00,Kargoda
10929,84,9,Elektronik,3176.56,2,2024-02-08 16:00:00,Teslim
10930,116,47,Kozmetik,3798.88,3,2024-02-08 17:00:00,İptal
10931,107,5,Elektronik,4149.58,9,2024-02-08 18:00:00,Teslim
10932,140,24,Kozmetik,3605.84,5,2024-02-08 19:00:00,Teslim
10933,52,41,Elektronik,2951.57,4,2024-02-08 20:00:00,Teslim
10934,130,47,Ev,1646.19,3,2024-02-08 21:00:00,Teslim
10935,89,8,Spor,3501.5,8,2024-02-08 22:00:00,Teslim
10936,188,9,Giyim,4787.01,3,2024-02-08 23:00:00,Teslim
10937,32,19,Kozmetik,2958.23,2,2024-02-09 00:00:00,Teslim
10938,30,28,Kozmetik,3338.51,6,2024-02-09 01:00:00,Teslim
10939,92,48,Spor,2213.78,9,2024-02-09 02:00:00,Teslim
10940,102,11,Elektronik,3792.8,2,2024-02-09 03:00:00,Teslim
10941,138,9,Kozmetik,4988.45,3,2024-02-09 04:00:00,Teslim
10942,81,13,Spor,843.93,5,2024-02-09 05:00:00,Teslim
10943,182,43,Kozmetik,1051.91,2,2024-02-09 06:00:00,Teslim
10944,95,2,Elektronik,2720.22,6,2024-02-09 07:00:00,Teslim
10945,26,19,Spor,2432.81,3,2024-02-09 08:00:00,Teslim
10946,24,6,Elektronik,2879.27,2,2024-02-09 09:00:00,İptal
10947,194,8,Ev,292.92,3,2024-02-09 10:00:00,Teslim
10948,27,45,Ev,2051.17,9,2024-02-09 11:00:00,Teslim
10949,189,1,Ev,2935.74,9,2024-02-09 12:00:00,İptal
10950,56,16,Ev,2946.7,5,2024-02-09 13:00:00,Teslim
10951,19,45,Elektronik,3303.8,4,2024-02-09 14:00:00,Teslim
10952,61,30,Ev,3615.07,8,2024-02-09 15:00:00,İade
10953,123,4,Spor,3225.66,2,2024-02-09 16:00:00,İptal
10954,86,23,Ev,3961.7,6,2024-02-09 17:00:00,Kargoda
10955,157,48,Giyim,3142.57,7,2024-02-09 18:00:00,Teslim
10956,122,20,Spor,2710.66,7,2024-02-09 19:00:00,Teslim
10957,80,26,Elektronik,3050.67,2,2024-02-09 20:00:00,İade
10958,127,27,Ev,550.91,7,2024-02-09 21:00:00,İptal
10959,194,33,Ev,1402.12,6,2024-02-09 22:00:00,Teslim
10960,82,10,Ev,2660.63,8,2024-02-09 23:00:00,Teslim
10961,31,42,Spor,4371.29,2,2024-02-10 00:00:00,Teslim
10962,82,49,Ev,3411.31,6,2024-02-10 01:00:00,Teslim
10963,168,7,Spor,497.52,8,2024-02-10 02:00:00,Teslim
10964,44,41,Elektronik,2981.76,3,2024-02-10 03:00:00,Teslim
10965,189,41,Kozmetik,1147.6,7,2024-02-10 04:00:00,Teslim
10966,118,37,Ev,3683.38,1,2024-02-10 05:00:00,Teslim
10967,120,19,Giyim,4145.83,7,2024-02-10 06:00:00,Teslim
10968,64,23,Giyim,2987.61,6,2024-02-10 07:00:00,Teslim
10969,184,42,Kozmetik,2977.24,2,2024-02-10 08:00:00,Teslim
10970,8,8,Kozmetik,1726.03,1,2024-02-10 09:00:00,Teslim
10971,60,41,Kozmetik,2258.94,7,2024-02-10 10:00:00,İade
10972,84,46,Elektronik,4327.34,3,2024-02-10 11:00:00,Teslim
10973,95,34,Ev,3630.44,5,2024-02-10 12:00:00,Teslim
10974,95,17,Spor,2622.78,1,2024-02-10 13:00:00,Teslim
10975,30,28,Elektronik,1872.75,9,2024-02-10 14:00:00,Teslim
10976,45,3,Ev,299.38,5,2024-02-10 15:00:00,Teslim
10977,19,46,Ev,757.89,9,2024-02-10 16:00:00,Teslim
10978,114,17,Spor,1005.47,2,2024-02-10 17:00:00,Teslim
10979,70,3,Giyim,1898.25,2,2024-02-10 18:00:00,Teslim
10980,113,39,Ev,4723.51,6,2024-02-10 19:00:00,Teslim
10981,118,33,Kozmetik,2550.51,6,2024-02-10 20:00:00,Teslim
10982,140,31,Elektronik,1212.46,8,2024-02-10 21:00:00,Teslim
10983,109,3,Spor,573.46,9,2024-02-10 22:00:00,Teslim
10984,129,37,Spor,1724.61,8,2024-02-10 23:00:00,Teslim
10985,117,32,Kozmetik,4087.87,2,2024-02-11 00:00:00,Teslim
10986,130,39,Kozmetik,1947.55,3,2024-02-11 01:00:00,Teslim
10987,123,41,Kozmetik,3873.9,9,2024-02-11 02:00:00,Teslim
10988,63,11,Kozmetik,4023.39,5,2024-02-11 03:00:00,Teslim
10989,50,11,Spor,598.56,8,2024-02-11 04:00:00,İade
10990,157,46,Ev,3062.87,6,2024-02-11 05:00:00,İade
10991,69,27,Ev,4797.53,1,2024-02-11 06:00:00,İade
10992,110,22,Kozmetik,2040.58,5,2024-02-11 07:00:00,Teslim
10993,40,15,Elektronik,302.17,8,2024-02-11 08:00:00,Teslim
10994,86,32,Spor,4620.35,6,2024-02-11 09:00:00,Teslim
10995,106,37,Kozmetik,4424.15,2,2024-02-11 10:00:00,Teslim
10996,125,1,Kozmetik,2634.6,2,2024-02-11 11:00:00,Teslim
10997,105,28,Giyim,2783.65,8,2024-02-11 12:00:00,Teslim
10998,72,49,Giyim,1098.12,9,2024-02-11 13:00:00,Teslim
10999,192,14,Ev,4106.28,7,2024-02-11 14:00:00,Teslim
11000,103,14,Kozmetik,2518.07,1,2024-02-11 15:00:00,Teslim
